website_link,college_name,course_name,course_duration,course_type,fees,seats
https://www.careers360.com/colleges/easa-college-of-engineering-and-technology-coimbatore/courses,"EASA College of Engineering and Technology, Coimbatore",ME Manufacturing Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/easa-college-of-engineering-and-technology-coimbatore/courses,"EASA College of Engineering and Technology, Coimbatore",ME Communication Systems,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/easa-college-of-engineering-and-technology-coimbatore/courses,"EASA College of Engineering and Technology, Coimbatore",ME Structural Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/easa-college-of-engineering-and-technology-coimbatore/courses,"EASA College of Engineering and Technology, Coimbatore",ME Construction Engineering and Management,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/easa-college-of-engineering-and-technology-coimbatore/courses,"EASA College of Engineering and Technology, Coimbatore",ME Power Electronics and Drives,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/easa-college-of-engineering-and-technology-coimbatore/courses,"EASA College of Engineering and Technology, Coimbatore",ME Computer Science and Engineering,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.20 L",120
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.20 L",120
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.20 L",120
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",MBA,2 Years ,Full time," ,₹ ,90.00 K",120
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",MCA,3 Years ,Full time," ,₹ ,90.00 K",60
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",BE Biomedical Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",B.Tech Computer Science and Business System,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",B.Tech Information Technology,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",B.Tech Artificial Intelligence and Data Science,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",ME Power Electronics and Drives,2 Years ,Full time," ,₹ ,1.20 L",18
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",ME Computer Science and Engineering,2 Years ,Full time," ,₹ ,1.20 L",18
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",ME Communication Systems,2 Years ,Full time," ,₹ ,1.20 L",18
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",ME Manufacturing Engineering,2 Years ,Full time," ,₹ ,1.20 L",18
https://www.careers360.com/colleges/egs-pillay-engineering-college-nagapattinam/courses,"EGS Pillay Engineering College, Nagapattinam",ME Environmental Engineering,2 Years ,Full time," ,₹ ,1.20 L",18
https://www.careers360.com/colleges/dr-navalar-nedunchezhiyan-college-of-engineering-tholudur/courses,"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",BE Mechanical Engineering,4 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-navalar-nedunchezhiyan-college-of-engineering-tholudur/courses,"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-navalar-nedunchezhiyan-college-of-engineering-tholudur/courses,"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",BE Computer Science and Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-navalar-nedunchezhiyan-college-of-engineering-tholudur/courses,"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",BE Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-navalar-nedunchezhiyan-college-of-engineering-tholudur/courses,"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",BE Civil Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/dr-navalar-nedunchezhiyan-college-of-engineering-tholudur/courses,"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",ME Manufacturing Engineering,2 Years ,Full time,NA,24
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",BBA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Sc Mathematics,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",BCA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Sc Physics,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Sc Computer Science,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Sc Industrial Electronics,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Sc Home Science,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Sc Information Technology,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",M.Sc Mathematics,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",M.Phil Commerce,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",BA Tamil Literature,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Com Banking Management,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",M.Com,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",MA Tamil Literature,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",B.Com,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",BA English Literature,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",M.Sc Computer Science,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",MA English Literature,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-nalli-kuppusamy-arts-college-thanjavur/courses,"Dr Nalli Kuppusamy Arts College, Thanjavur",M.Phil Tamil Literature,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.20 L",180
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",B.Tech Information Technology,4 Years ,Full time," ,₹ ,2.20 L",180
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.20 L",180
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",MBA,2 Years ,Full time," ,₹ ,70.00 K",120
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.20 L",120
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Automobile Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",B.Tech Artificial Intelligence and Data Science,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Computer Science and Engineering Cyber Security,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Artificial Intelligence and Machine Learning,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Biomedical Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Robotics and Automation Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",ME Embedded System,2 Years ,Full time," ,₹ ,1.00 L",18
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",ME Communication Systems,2 Years ,Full time," ,₹ ,1.00 L",18
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",ME Structural Engineering,2 Years ,Full time," ,₹ ,1.00 L",18
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",ME Computer Science and Engineering,2 Years ,Full time," ,₹ ,1.00 L",18
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",ME Engineering Design,2 Years ,Full time," ,₹ ,1.00 L",18
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",BE Electronics and Instrumentation Engineering,4 Years ,Full time," ,₹ ,2.20 L",NA
https://www.careers360.com/colleges/easwari-engineering-college-chennai/courses,"Easwari Engineering College, Chennai",Ph.D Mechanical Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",MBA,2 Years ,Full time," ,₹ ,90.00 K",60
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.40 L",60
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.40 L",30
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",B.Tech Information Technology,4 Years ,Full time," ,₹ ,2.40 L",30
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.40 L",30
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.40 L",30
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.40 L",30
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",ME Computer Science and Engineering,2 Years ,Full time," ,₹ ,1.20 L",6
https://www.careers360.com/colleges/dr-sivanthi-aditanar-college-of-engineering-thoothukudi/courses,"Dr Sivanthi Aditanar College of Engineering, Thoothukudi",ME VLSI Design,2 Years ,Full time," ,₹ ,1.20 L",6
https://www.careers360.com/colleges/egs-pillay-polytechnic-college-nagapattinam/courses,"EGS Pillay Polytechnic College, Nagapattinam",Diploma in Mechanical Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/egs-pillay-polytechnic-college-nagapattinam/courses,"EGS Pillay Polytechnic College, Nagapattinam",Diploma in Computer Technology,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/egs-pillay-polytechnic-college-nagapattinam/courses,"EGS Pillay Polytechnic College, Nagapattinam",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/egs-pillay-polytechnic-college-nagapattinam/courses,"EGS Pillay Polytechnic College, Nagapattinam",Diploma in Civil Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/egs-pillay-polytechnic-college-nagapattinam/courses,"EGS Pillay Polytechnic College, Nagapattinam",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dusi-polytechnic-college-tiruvannamalai/courses,"Dusi Polytechnic College, Tiruvannamalai",Diploma in Mechanical Engineering,3 Years ,Full time," ,₹ ,61.50 K",180
https://www.careers360.com/colleges/dusi-polytechnic-college-tiruvannamalai/courses,"Dusi Polytechnic College, Tiruvannamalai",Diploma in Electrical and Electronics Engineering,3 Years ,Full time," ,₹ ,61.50 K",120
https://www.careers360.com/colleges/dusi-polytechnic-college-tiruvannamalai/courses,"Dusi Polytechnic College, Tiruvannamalai",Diploma in Automobile Engineering,3 Years ,Full time," ,₹ ,61.50 K",120
https://www.careers360.com/colleges/dusi-polytechnic-college-tiruvannamalai/courses,"Dusi Polytechnic College, Tiruvannamalai",Diploma in Civil Engineering,3 Years ,Full time," ,₹ ,61.50 K",60
https://www.careers360.com/colleges/dusi-polytechnic-college-tiruvannamalai/courses,"Dusi Polytechnic College, Tiruvannamalai",Diploma in Electronics and Communication Engineering,3 Years ,Full time," ,₹ ,61.50 K",60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Com Computer Application,3 Years ,Full time,NA,180
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Com,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",BBA Computer Application,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",MBA,2 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",BCA,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Sc Information Technology,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Sc Computer Science,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Com Professional Accounting,3 Years ,Full time,NA,110
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Sc Catering Science and Hotel Management,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",BA English Literature,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",MCA,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",M.Com Computer Application,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",MA English Literature,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",BBA,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Com Information Technology,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Sc Mathematics,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Sc Mathematics with Computer Application,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Sc Costume Design and Fashion,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",M.Sc Mathematics,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-sns-rajalakshmi-college-of-arts-and-science-coimbatore/courses,"Dr SNS Rajalakshmi College of Arts and Science, Coimbatore",B.Sc Computer Technology,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/dr-mgr-polytechnic-college-arni/courses,"Dr MGR Polytechnic College, Arni",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-mgr-polytechnic-college-arni/courses,"Dr MGR Polytechnic College, Arni",Diploma in Mechanical Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/dr-mgr-polytechnic-college-arni/courses,"Dr MGR Polytechnic College, Arni",Diploma in Civil Engineering,3 Years ,Full time,NA,30
https://www.careers360.com/colleges/dr-mgr-polytechnic-college-arni/courses,"Dr MGR Polytechnic College, Arni",Diploma in Automobile Engineering,3 Years ,Full time,NA,30
https://www.careers360.com/colleges/dr-mgr-polytechnic-college-arni/courses,"Dr MGR Polytechnic College, Arni",Diploma in Electronics and Communication Engineering,3 Years ,Full time," ,₹ ,60.00 K",30
https://www.careers360.com/colleges/dr-mgr-polytechnic-college-arni/courses,"Dr MGR Polytechnic College, Arni",Diploma in Information Technology,3 Years ,Full time,NA,15
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Sc Biochemistry,3 Years ,Full time,NA,10
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Com,3 Years ,Full time,NA,10
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Sc Information Technology,3 Years ,Full time,NA,10
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",BBA,3 Years ,Full time,NA,10
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",M.Sc Computer Science,2 Years ,Full time,NA,10
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Sc Computer Science,3 Years ,Full time,NA,10
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",M.Com Finance and Accounting,2 Years ,Full time,NA,9
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Sc Industrial Electronics,3 Years ,Full time,NA,7
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Sc Physics,3 Years ,Full time,NA,7
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Sc,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",M.Sc Information Technology,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Lit Tamil,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",BA English,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",M.Sc Biochemistry,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",BCA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",BA,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/enathi-rajappa-arts-and-science-college-pattukkottai/courses,"Enathi Rajappa Arts and Science College, Pattukkottai",B.Sc Mathematics,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",BE Computer Science and Engineering,4 Years ,Full time,NA,120
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",BE Mechanical Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",BE Electronics and Communication Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",MBA,2 Years ,Full time,NA,60
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",BE Civil Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",ME Communication and Networking,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",ME Construction Engineering and Management,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",ME Power Electronics and Drives,2 Years ,Full time,NA,18
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",ME Computer Science and Engineering,2 Years ,Full time,NA,9
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",ME Engineering Design,2 Years ,Full time,NA,9
https://www.careers360.com/colleges/einstein-college-of-engineering-tirunelveli/courses,"Einstein College of Engineering, Tirunelveli",ME Applied Electronics,2 Years ,Full time,NA,9
https://www.careers360.com/colleges/es-engineering-college-villupuram/courses,"ES Engineering College, Villupuram",BE Civil Engineering,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/es-engineering-college-villupuram/courses,"ES Engineering College, Villupuram",BE Mechanical Engineering,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/es-engineering-college-villupuram/courses,"ES Engineering College, Villupuram",BE Computer Science Engineering,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/es-engineering-college-villupuram/courses,"ES Engineering College, Villupuram",BE Electrical and Electronics Engineering,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/es-engineering-college-villupuram/courses,"ES Engineering College, Villupuram",BE Electronics and Communication Engineering,4 Years ,Full time,NA,NA
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Mechanical Engineering,3 Years ,₹ ,NA,180
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Tool and Die Engineering,3 Years ,₹ ,NA,90
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Robotics Engineering,3 Years ,₹ ,NA,60
